"Year","ID","Name","Median.Household.Income.","X90..Confidence.Interval"
2011,39035,"Cuyahoga County","41,609","40,813 to 42,405"
2012,39035,"Cuyahoga County","41,954","41,209 to 42,699"
2013,39035,"Cuyahoga County","43,653","42,478 to 44,828"
2014,39035,"Cuyahoga County","44,138","43,126 to 45,150"
2015,39035,"Cuyahoga County","45,506","44,233 to 46,779"
2016,39035,"Cuyahoga County","46,703","45,750 to 47,656"
2017,39035,"Cuyahoga County","46,918","45,961 to 47,875"
2018,39035,"Cuyahoga County","50,006","49,057 to 50,955"
2019,39035,"Cuyahoga County","52,503","51,465 to 53,541"
2010,39049,"Franklin County","47,621","46,460 to 48,782"
2011,39049,"Franklin County","47,174","45,780 to 48,568"
2012,39049,"Franklin County","50,053","48,977 to 51,129"
2013,39049,"Franklin County","51,456","50,424 to 52,488"
2014,39049,"Franklin County","53,164","52,013 to 54,315"
2015,39049,"Franklin County","53,939","52,234 to 55,644"
2016,39049,"Franklin County","56,090","54,508 to 57,672"
2017,39049,"Franklin County","59,214","57,711 to 60,717"
2018,39049,"Franklin County","60,383","59,325 to 61,441"
2019,39049,"Franklin County","64,648","62,895 to 66,401"
2010,39061,"Hamilton County","46,359","44,961 to 47,757"
2011,39061,"Hamilton County","46,125","44,718 to 47,532"
2012,39061,"Hamilton County","46,952","45,625 to 48,279"
2013,39061,"Hamilton County","47,123","45,913 to 48,333"
2014,39061,"Hamilton County","48,973","47,350 to 50,596"
2015,39061,"Hamilton County","51,070","49,858 to 52,282"
2016,39061,"Hamilton County","53,344","51,400 to 55,288"
2017,39061,"Hamilton County","55,178","53,274 to 57,082"
2018,39061,"Hamilton County","57,300","55,696 to 58,904"
2019,39061,"Hamilton County","60,251","58,717 to 61,785"
2010,40000,"Oklahoma","42,076","41,680 to 42,472"
2011,40000,"Oklahoma","43,232","42,647 to 43,817"
2012,40000,"Oklahoma","44,336","43,883 to 44,789"
2013,40000,"Oklahoma","45,724","45,201 to 46,247"
2014,40000,"Oklahoma","47,524","47,077 to 47,971"
2015,40000,"Oklahoma","48,595","48,087 to 49,103"
2016,40000,"Oklahoma","49,204","48,594 to 49,814"
2017,40000,"Oklahoma","50,051","49,487 to 50,615"
2018,40000,"Oklahoma","51,914","51,468 to 52,360"
2019,40000,"Oklahoma","54,447","53,856 to 55,038"
2010,40109,"Oklahoma County","42,758","41,423 to 44,093"
2011,40109,"Oklahoma County","43,101","41,361 to 44,841"
2012,40109,"Oklahoma County","43,623","42,295 to 44,951"
2013,40109,"Oklahoma County","45,988","44,451 to 47,525"
2014,40109,"Oklahoma County","48,226","46,757 to 49,695"
2015,40109,"Oklahoma County","49,750","48,523 to 50,977"
2016,40109,"Oklahoma County","51,082","50,094 to 52,070"
2017,40109,"Oklahoma County","51,389","49,990 to 52,788"
2018,40109,"Oklahoma County","52,346","50,906 to 53,786"
2019,40109,"Oklahoma County","56,272","54,913 to 57,631"
2010,41000,"Oregon","46,536","46,018 to 47,054"
2011,41000,"Oregon","46,876","46,200 to 47,552"
2012,41000,"Oregon","49,090","48,332 to 49,848"
2013,41000,"Oregon","50,228","49,708 to 50,748"
2014,41000,"Oregon","51,088","50,607 to 51,569"
2015,41000,"Oregon","54,074","53,200 to 54,948"
2016,41000,"Oregon","57,379","56,560 to 58,198"
2017,41000,"Oregon","60,123","59,356 to 60,890"
2018,41000,"Oregon","63,168","62,169 to 64,167"
2019,41000,"Oregon","66,955","66,103 to 67,807"
2010,41051,"Multnomah County","48,018","46,611 to 49,425"
2011,41051,"Multnomah County","46,989","45,545 to 48,433"
2012,41051,"Multnomah County","51,580","50,195 to 52,965"
2013,41051,"Multnomah County","53,624","51,787 to 55,461"
2014,41051,"Multnomah County","53,519","51,700 to 55,338"
2015,41051,"Multnomah County","58,764","56,917 to 60,611"
2016,41051,"Multnomah County","62,292","60,755 to 63,829"
2017,41051,"Multnomah County","63,587","61,238 to 65,936"
2018,41051,"Multnomah County","70,756","69,155 to 72,357"
2019,41051,"Multnomah County","72,469","70,277 to 74,661"
2010,42000,"Pennsylvania","49,245","48,824 to 49,666"
2011,42000,"Pennsylvania","50,221","49,932 to 50,510"
2012,42000,"Pennsylvania","51,225","50,962 to 51,488"
2013,42000,"Pennsylvania","52,005","51,751 to 52,259"
2014,42000,"Pennsylvania","53,224","52,810 to 53,638"
2015,42000,"Pennsylvania","55,683","55,309 to 56,057"
2016,42000,"Pennsylvania","56,897","56,540 to 57,254"
2017,42000,"Pennsylvania","59,165","58,728 to 59,602"
2018,42000,"Pennsylvania","60,891","60,577 to 61,205"
2019,42000,"Pennsylvania","63,455","63,028 to 63,882"
2010,42003,"Allegheny County","47,490","46,388 to 48,592"
2011,42003,"Allegheny County","49,682","48,640 to 50,724"
2012,42003,"Allegheny County","50,831","50,056 to 51,606"
2013,42003,"Allegheny County","51,400","50,688 to 52,112"
2014,42003,"Allegheny County","52,385","51,464 to 53,306"
2015,42003,"Allegheny County","54,412","52,916 to 55,908"
2016,42003,"Allegheny County","56,099","54,991 to 57,207"
2017,42003,"Allegheny County","58,547","57,214 to 59,880"
2018,42003,"Allegheny County","59,881","58,402 to 61,360"
2019,42003,"Allegheny County","64,799","63,447 to 66,151"
2010,42011,"Berks County","51,631","50,027 to 53,235"
2011,42011,"Berks County","52,168","50,237 to 54,099"
2012,42011,"Berks County","52,058","50,308 to 53,808"
2013,42011,"Berks County","55,634","53,649 to 57,619"
2014,42011,"Berks County","55,936","54,275 to 57,597"
2015,42011,"Berks County","56,167","54,269 to 58,065"
2016,42011,"Berks County","59,205","56,735 to 61,675"
2017,42011,"Berks County","61,022","59,636 to 62,408"
2018,42011,"Berks County","62,519","60,646 to 64,392"
2019,42011,"Berks County","67,418","64,768 to 70,068"
2010,42021,"Cambria County","40,494","38,697 to 42,291"
2011,42021,"Cambria County","39,892","38,034 to 41,750"
2012,42021,"Cambria County","39,724","37,915 to 41,533"
2013,42021,"Cambria County","40,930","38,859 to 43,001"
2014,42021,"Cambria County","42,703","40,880 to 44,526"
2015,42021,"Cambria County","43,786","42,049 to 45,523"
2016,42021,"Cambria County","43,614","41,105 to 46,123"
2017,42021,"Cambria County","46,007","43,807 to 48,207"
2018,42021,"Cambria County","45,163","42,204 to 48,122"
2019,42021,"Cambria County","48,798","46,075 to 51,521"
2010,42049,"Erie County","42,341","40,667 to 44,015"
2011,42049,"Erie County","41,951","40,478 to 43,424"
2012,42049,"Erie County","45,935","44,185 to 47,685"
2013,42049,"Erie County","44,223","42,397 to 46,049"
2014,42049,"Erie County","45,476","43,587 to 47,365"
2015,42049,"Erie County","47,118","44,645 to 49,591"
2016,42049,"Erie County","48,820","46,743 to 50,897"
2017,42049,"Erie County","50,419","48,519 to 52,319"
2018,42049,"Erie County","48,453","45,988 to 50,918"
2019,42049,"Erie County","51,923","50,100 to 53,746"
2010,42095,"Northampton County","56,369","54,354 to 58,384"
2011,42095,"Northampton County","57,284","54,590 to 59,978"
2012,42095,"Northampton County","55,483","53,384 to 57,582"
2013,42095,"Northampton County","59,605","56,870 to 62,340"
2014,42095,"Northampton County","61,510","59,580 to 63,440"
2015,42095,"Northampton County","62,129","59,732 to 64,526"
2016,42095,"Northampton County","65,730","62,965 to 68,495"
2017,42095,"Northampton County","65,872","63,531 to 68,213"
2018,42095,"Northampton County","68,217","65,299 to 71,135"
2019,42095,"Northampton County","73,780","70,785 to 76,775"
2010,42101,"Philadelphia County","34,667","33,561 to 35,773"
2011,42101,"Philadelphia County","34,433","33,313 to 35,553"
2012,42101,"Philadelphia County","35,518","34,547 to 36,489"
2013,42101,"Philadelphia County","36,918","36,096 to 37,740"
2014,42101,"Philadelphia County","39,037","37,849 to 40,225"
2015,42101,"Philadelphia County","41,210","40,439 to 41,981"
2016,42101,"Philadelphia County","41,514","40,460 to 42,568"
2017,42101,"Philadelphia County","40,193","38,699 to 41,687"
2018,42101,"Philadelphia County","46,149","44,939 to 47,359"
2019,42101,"Philadelphia County","47,598","45,986 to 49,210"
2010,44000,"Rhode Island","52,053","51,032 to 53,074"
2011,44000,"Rhode Island","53,152","51,803 to 54,501"
2012,44000,"Rhode Island","54,002","52,598 to 55,406"
2013,44000,"Rhode Island","55,015","53,478 to 56,552"
2014,44000,"Rhode Island","54,797","53,523 to 56,071"
2015,44000,"Rhode Island","57,265","55,361 to 59,169"
2016,44000,"Rhode Island","60,046","58,657 to 61,435"
2017,44000,"Rhode Island","62,923","61,349 to 64,497"
2018,44000,"Rhode Island","63,787","62,087 to 65,487"
2019,44000,"Rhode Island","70,383","68,918 to 71,848"
2010,44007,"Providence County","45,572","43,823 to 47,321"
2011,44007,"Providence County","46,385","44,438 to 48,332"
2012,44007,"Providence County","47,601","45,929 to 49,273"
2013,44007,"Providence County","47,642","45,696 to 49,588"
2014,44007,"Providence County","47,278","45,298 to 49,258"
2015,44007,"Providence County","50,364","49,047 to 51,681"
2016,44007,"Providence County","52,011","50,173 to 53,849"
2017,44007,"Providence County","55,848","53,668 to 58,028"
2018,44007,"Providence County","56,141","54,396 to 57,886"
2019,44007,"Providence County","62,165","59,916 to 64,414"
2010,45000,"South Carolina","42,117","41,702 to 42,532"
2011,45000,"South Carolina","42,477","41,933 to 43,021"
2012,45000,"South Carolina","43,290","42,653 to 43,927"
2013,45000,"South Carolina","44,310","43,669 to 44,951"
2014,45000,"South Carolina","45,337","44,839 to 45,835"
2015,45000,"South Carolina","47,308","46,768 to 47,848"
2016,45000,"South Carolina","49,587","48,997 to 50,177"
2017,45000,"South Carolina","50,675","50,151 to 51,199"
2018,45000,"South Carolina","52,449","51,828 to 53,070"
2019,45000,"South Carolina","56,360","55,542 to 57,178"
2010,45019,"Charleston County","46,187","44,579 to 47,795"
2011,45019,"Charleston County","49,432","47,093 to 51,771"
2012,45019,"Charleston County","48,200","46,296 to 50,104"
2013,45019,"Charleston County","51,206","49,365 to 53,047"
2014,45019,"Charleston County","52,752","50,340 to 55,164"
2015,45019,"Charleston County","56,244","54,022 to 58,466"
2016,45019,"Charleston County","56,564","54,531 to 58,597"
2017,45019,"Charleston County","60,144","57,277 to 63,011"
2018,45019,"Charleston County","62,958","59,675 to 66,241"
2019,45019,"Charleston County","70,980","68,652 to 73,308"
2010,45045,"Greenville County","45,666","43,739 to 47,593"
2011,45045,"Greenville County","48,480","46,086 to 50,874"
2012,45045,"Greenville County","47,044","45,112 to 48,976"
2013,45045,"Greenville County","49,476","47,739 to 51,213"
2014,45045,"Greenville County","49,659","47,583 to 51,735"
2015,45045,"Greenville County","52,017","50,716 to 53,318"
2016,45045,"Greenville County","55,452","53,400 to 57,504"
2017,45045,"Greenville County","56,311","53,906 to 58,716"
2018,45045,"Greenville County","61,162","59,659 to 62,665"
2019,45045,"Greenville County","64,399","61,714 to 67,084"
2010,45079,"Richland County","45,944","44,156 to 47,732"
2011,45079,"Richland County","45,182","42,682 to 47,682"
2012,45079,"Richland County","47,606","45,655 to 49,557"
2013,45079,"Richland County","47,492","45,151 to 49,833"
2014,45079,"Richland County","49,782","47,820 to 51,744"
2015,45079,"Richland County","51,065","49,273 to 52,857"
2016,45079,"Richland County","51,973","50,265 to 53,681"
2017,45079,"Richland County","52,187","49,813 to 54,561"
2018,45079,"Richland County","52,611","50,029 to 55,193"
2019,45079,"Richland County","52,905","50,409 to 55,401"
2010,46000,"South Dakota","45,861","44,856 to 46,866"
2011,46000,"South Dakota","48,188","46,895 to 49,481"
2012,46000,"South Dakota","48,439","47,546 to 49,332"
2013,46000,"South Dakota","49,200","48,195 to 50,205"
2014,46000,"South Dakota","51,059","50,111 to 52,007"
2015,46000,"South Dakota","53,263","52,229 to 54,297"
2016,46000,"South Dakota","54,926","53,748 to 56,104"
2017,46000,"South Dakota","56,871","55,674 to 58,068"
2018,46000,"South Dakota","57,041","55,711 to 58,371"
2019,46000,"South Dakota","60,414","58,658 to 62,170"
2010,46099,"Minnehaha County","49,954","47,233 to 52,675"
2011,46099,"Minnehaha County","51,431","49,582 to 53,280"
2012,46099,"Minnehaha County","48,932","47,021 to 50,843"
2013,46099,"Minnehaha County","52,382","50,169 to 54,595"
2014,46099,"Minnehaha County","55,107","52,264 to 57,950"
2015,46099,"Minnehaha County","55,605","52,700 to 58,510"
2016,46099,"Minnehaha County","60,244","56,937 to 63,551"
2017,46099,"Minnehaha County","61,182","59,587 to 62,777"
2018,46099,"Minnehaha County","60,033","56,808 to 63,258"
2019,46099,"Minnehaha County","63,162","59,678 to 66,646"
2010,47000,"Tennessee","41,461","41,068 to 41,854"
2011,47000,"Tennessee","41,691","41,276 to 42,106"
2012,47000,"Tennessee","42,743","42,182 to 43,304"
2013,47000,"Tennessee","44,268","43,776 to 44,760"
2014,47000,"Tennessee","44,357","43,810 to 44,904"
2015,47000,"Tennessee","47,243","46,760 to 47,726"
2016,47000,"Tennessee","48,506","47,850 to 49,162"
2017,47000,"Tennessee","51,319","50,914 to 51,724"
2018,47000,"Tennessee","52,366","51,884 to 52,848"
2019,47000,"Tennessee","56,047","55,399 to 56,695"
2010,47037,"Davidson County","43,825","42,432 to 45,218"
2011,47037,"Davidson County","43,893","42,171 to 45,615"
2012,47037,"Davidson County","44,864","42,991 to 46,737"
2013,47037,"Davidson County","47,239","46,000 to 48,478"
2014,47037,"Davidson County","48,195","46,397 to 49,993"
2015,47037,"Davidson County","51,999","50,685 to 53,313"
2016,47037,"Davidson County","54,666","52,570 to 56,762"
2017,47037,"Davidson County","58,264","56,025 to 60,503"
2018,47037,"Davidson County","60,799","59,182 to 62,416"
2019,47037,"Davidson County","63,846","61,547 to 66,145"
2010,47157,"Shelby County","43,859","42,382 to 45,336"
2011,47157,"Shelby County","44,051","42,323 to 45,779"
2012,47157,"Shelby County","44,382","42,861 to 45,903"
2013,47157,"Shelby County","45,067","43,738 to 46,396"
2014,47157,"Shelby County","44,015","42,457 to 45,573"
2015,47157,"Shelby County","46,998","45,753 to 48,243"
2016,47157,"Shelby County","47,639","45,804 to 49,474"
2017,47157,"Shelby County","49,563","47,920 to 51,206"
2018,47157,"Shelby County","47,924","45,793 to 50,055"
2019,47157,"Shelby County","52,659","50,343 to 54,975"
2010,48000,"Texas","48,622","48,281 to 48,963"
2011,48000,"Texas","49,390","49,004 to 49,776"
2012,48000,"Texas","50,747","50,482 to 51,012"
2013,48000,"Texas","51,714","51,476 to 51,952"
2014,48000,"Texas","53,067","52,694 to 53,440"
2015,48000,"Texas","55,668","55,355 to 55,981"
2016,48000,"Texas","56,583","56,285 to 56,881"
2017,48000,"Texas","59,195","58,712 to 59,678"
2018,48000,"Texas","60,632","60,354 to 60,910"
2019,48000,"Texas","64,044","63,548 to 64,540"
2010,48029,"Bexar County","47,724","46,537 to 48,911"
2011,48029,"Bexar County","46,589","45,418 to 47,760"
2012,48029,"Bexar County","49,651","48,604 to 50,698"
2013,48029,"Bexar County","49,655","48,610 to 50,700"
2014,48029,"Bexar County","50,699","49,819 to 51,579"
2015,48029,"Bexar County","52,230","51,302 to 53,158"
2016,48029,"Bexar County","53,170","52,103 to 54,237"
2017,48029,"Bexar County","54,163","52,899 to 55,427"
2018,48029,"Bexar County","54,210","52,804 to 55,616"
2019,48029,"Bexar County","58,956","57,655 to 60,257"
2010,48113,"Dallas County","46,909","46,174 to 47,644"
2011,48113,"Dallas County","47,335","46,558 to 48,112"
2012,48113,"Dallas County","47,343","46,430 to 48,256"
2013,48113,"Dallas County","47,902","46,874 to 48,930"
2014,48113,"Dallas County","50,118","49,169 to 51,067"
2015,48113,"Dallas County","51,824","51,173 to 52,475"
2016,48113,"Dallas County","54,429","53,334 to 55,524"
2017,48113,"Dallas County","56,732","55,659 to 57,805"
2018,48113,"Dallas County","59,838","58,824 to 60,852"
2019,48113,"Dallas County","61,807","60,926 to 62,688"
2010,48141,"El Paso County","36,064","34,989 to 37,139"
2011,48141,"El Paso County","39,116","37,448 to 40,784"
2012,48141,"El Paso County","40,092","38,942 to 41,242"
2013,48141,"El Paso County","39,748","38,438 to 41,058"
2014,48141,"El Paso County","40,081","38,850 to 41,312"
2015,48141,"El Paso County","43,101","41,345 to 44,857"
2016,48141,"El Paso County","42,048","40,542 to 43,554"
2017,48141,"El Paso County","44,120","42,373 to 45,867"
2018,48141,"El Paso County","43,948","42,064 to 45,832"
2019,48141,"El Paso County","48,629","46,599 to 50,659"
2010,48201,"Harris County","50,437","49,904 to 50,970"
2011,48201,"Harris County","50,924","50,274 to 51,574"
2012,48201,"Harris County","51,298","50,649 to 51,947"
2013,48201,"Harris County","52,533","51,706 to 53,360"
2014,48201,"Harris County","54,230","53,235 to 55,225"
2015,48201,"Harris County","56,670","55,785 to 57,555"
2016,48201,"Harris County","56,415","55,615 to 57,215"
2017,48201,"Harris County","58,664","57,338 to 59,990"
2018,48201,"Harris County","60,241","59,424 to 61,058"
2019,48201,"Harris County","61,638","60,866 to 62,410"
2010,49000,"Utah","54,740","54,150 to 55,330"
2011,49000,"Utah","55,802","55,045 to 56,559"
2012,49000,"Utah","57,067","56,367 to 57,767"
2013,49000,"Utah","59,715","58,985 to 60,445"
2014,49000,"Utah","60,943","60,307 to 61,579"
2015,49000,"Utah","62,961","61,825 to 64,097"
2016,49000,"Utah","65,931","65,028 to 66,834"
2017,49000,"Utah","68,395","67,267 to 69,523"
2018,49000,"Utah","71,381","70,662 to 72,100"
2019,49000,"Utah","75,705","74,655 to 76,755"
2010,49035,"Salt Lake County","56,664","55,455 to 57,873"
2011,49035,"Salt Lake County","56,166","54,698 to 57,634"
2012,49035,"Salt Lake County","58,743","57,375 to 60,111"
2013,49035,"Salt Lake County","61,716","60,916 to 62,516"
2014,49035,"Salt Lake County","62,536","60,865 to 64,207"
2015,49035,"Salt Lake County","65,549","64,263 to 66,835"
2016,49035,"Salt Lake County","68,404","66,559 to 70,249"
2017,49035,"Salt Lake County","71,396","70,288 to 72,504"
2018,49035,"Salt Lake County","73,619","71,800 to 75,438"
2019,49035,"Salt Lake County","79,941","78,351 to 81,531"
2010,50000,"Vermont","49,393","48,253 to 50,533"
2011,50000,"Vermont","52,033","50,824 to 53,242"
2012,50000,"Vermont","52,700","51,601 to 53,799"
2013,50000,"Vermont","52,511","51,183 to 53,839"
2014,50000,"Vermont","54,153","52,739 to 55,567"
2015,50000,"Vermont","56,883","55,668 to 58,098"
2016,50000,"Vermont","57,661","56,228 to 59,094"
2017,50000,"Vermont","58,271","56,580 to 59,962"
2018,50000,"Vermont","60,917","59,541 to 62,293"
2019,50000,"Vermont","63,293","61,699 to 64,887"
2010,50007,"Chittenden County","56,016","52,658 to 59,374"
2011,50007,"Chittenden County","60,865","57,857 to 63,873"
2012,50007,"Chittenden County","62,374","59,527 to 65,221"
2013,50007,"Chittenden County","62,618","58,541 to 66,695"
2014,50007,"Chittenden County","61,908","58,884 to 64,932"
2015,50007,"Chittenden County","67,112","64,046 to 70,178"
2016,50007,"Chittenden County","67,833","63,460 to 72,206"
2017,50007,"Chittenden County","65,851","61,465 to 70,237"
2018,50007,"Chittenden County","74,240","69,841 to 78,639"
2019,50007,"Chittenden County","76,483","73,447 to 79,519"
2010,50021,"Rutland County","43,600","40,366 to 46,834"
2011,50021,"Rutland County","46,542","42,964 to 50,120"
2012,50021,"Rutland County","45,168","42,330 to 48,006"
2013,50021,"Rutland County","45,757","43,254 to 48,260"
2014,50021,"Rutland County","44,888","41,662 to 48,114"
2015,50021,"Rutland County","51,164","48,641 to 53,687"
2016,50021,"Rutland County","50,569","47,143 to 53,995"
2017,50021,"Rutland County","53,492","50,309 to 56,675"
2018,50021,"Rutland County","51,723","47,590 to 55,856"
2019,50021,"Rutland County","51,903","49,484 to 54,322"
2010,51000,"Virginia","60,665","60,222 to 61,108"
2011,51000,"Virginia","61,877","61,383 to 62,371"
2012,51000,"Virginia","61,782","61,379 to 62,185"
2013,51000,"Virginia","62,745","62,101 to 63,389"
2014,51000,"Virginia","64,923","64,318 to 65,528"
2015,51000,"Virginia","66,263","65,730 to 66,796"
2016,51000,"Virginia","68,127","67,404 to 68,850"
2017,51000,"Virginia","71,518","70,983 to 72,053"
2018,51000,"Virginia","72,600","71,931 to 73,269"
2019,51000,"Virginia","76,471","75,649 to 77,293"
2010,51059,"Fairfax County","102,726","100,659 to 104,793"
2011,51059,"Fairfax County","105,409","102,818 to 108,000"
2012,51059,"Fairfax County","106,690","104,379 to 109,001"
2013,51059,"Fairfax County","110,658","108,464 to 112,852"
2014,51059,"Fairfax County","110,507","108,658 to 112,356"
2015,51059,"Fairfax County","112,844","110,310 to 115,378"
2016,51059,"Fairfax County","115,518","113,358 to 117,678"
2017,51059,"Fairfax County","117,989","114,869 to 121,109"
2018,51059,"Fairfax County","122,035","120,011 to 124,059"
2019,51059,"Fairfax County","127,898","124,880 to 130,916"
2010,51087,"Henrico County","59,128","55,914 to 62,342"
2011,51087,"Henrico County","58,110","55,551 to 60,669"
2012,51087,"Henrico County","58,723","55,774 to 61,672"
2013,51087,"Henrico County","60,050","58,016 to 62,084"
2014,51087,"Henrico County","62,446","60,157 to 64,735"
2015,51087,"Henrico County","65,524","62,098 to 68,950"
2016,51087,"Henrico County","66,524","63,304 to 69,744"
2017,51087,"Henrico County","67,434","64,998 to 69,870"
2018,51087,"Henrico County","68,581","65,748 to 71,414"
2019,51087,"Henrico County","68,975","65,561 to 72,389"
2010,51510,"Alexandria city","78,023","73,850 to 82,196"
2011,51510,"Alexandria city","82,070","76,635 to 87,505"
2012,51510,"Alexandria city","80,942","75,879 to 86,005"
2013,51510,"Alexandria city","85,562","80,813 to 90,311"
2014,51510,"Alexandria city","86,419","81,707 to 91,131"
2015,51510,"Alexandria city","89,177","85,442 to 92,912"
2016,51510,"Alexandria city","87,822","83,829 to 91,815"
2017,51510,"Alexandria city","99,959","97,420 to 102,498"
2018,51510,"Alexandria city","99,425","94,201 to 104,649"
2019,51510,"Alexandria city","102,589","98,932 to 106,246"
2010,51650,"Hampton city","50,923","49,542 to 52,304"
2011,51650,"Hampton city","48,656","45,484 to 51,828"
2012,51650,"Hampton city","47,206","44,225 to 50,187"
2013,51650,"Hampton city","45,293","42,183 to 48,403"
2014,51650,"Hampton city","47,615","44,803 to 50,427"
2015,51650,"Hampton city","50,191","46,784 to 53,598"
2016,51650,"Hampton city","50,294","48,274 to 52,314"
2017,51650,"Hampton city","52,894","49,646 to 56,142"
2018,51650,"Hampton city","54,763","52,341 to 57,185"
2019,51650,"Hampton city","55,816","51,700 to 59,932"
2010,53000,"Washington","55,584","55,058 to 56,110"
2011,53000,"Washington","56,811","56,260 to 57,362"
2012,53000,"Washington","57,574","57,000 to 58,148"
2013,53000,"Washington","58,431","57,782 to 59,080"
2014,53000,"Washington","61,358","60,882 to 61,834"
2015,53000,"Washington","64,080","63,310 to 64,850"
2016,53000,"Washington","67,064","66,481 to 67,647"
2017,53000,"Washington","70,942","70,369 to 71,515"
2018,53000,"Washington","74,023","73,343 to 74,703"
2019,53000,"Washington","78,674","77,776 to 79,572"
2010,53033,"King County","66,147","65,213 to 67,081"
2011,53033,"King County","68,596","66,938 to 70,254"
2012,53033,"King County","68,944","67,511 to 70,377"
2013,53033,"King County","71,779","70,753 to 72,805"
2014,53033,"King County","75,738","74,417 to 77,059"
2015,53033,"King County","81,816","80,772 to 82,860"
2016,53033,"King County","85,907","84,463 to 87,351"
2017,53033,"King County","89,519","87,771 to 91,267"
2018,53033,"King County","94,822","93,048 to 96,596"
2019,53033,"King County","102,338","100,308 to 104,368"
2010,55000,"Wisconsin","48,974","48,492 to 49,456"
2011,55000,"Wisconsin","50,401","49,981 to 50,821"
2012,55000,"Wisconsin","51,063","50,745 to 51,381"
2013,55000,"Wisconsin","51,474","51,108 to 51,840"
2014,55000,"Wisconsin","52,632","52,206 to 53,058"
2015,55000,"Wisconsin","55,623","55,199 to 56,047"
2016,55000,"Wisconsin","56,808","56,269 to 57,347"
2017,55000,"Wisconsin","59,300","58,725 to 59,875"
2018,55000,"Wisconsin","60,779","60,392 to 61,166"
2019,55000,"Wisconsin","64,177","63,584 to 64,770"
2010,55079,"Milwaukee County","40,582","39,843 to 41,321"
2011,55079,"Milwaukee County","40,780","39,895 to 41,665"
2012,55079,"Milwaukee County","42,434","41,531 to 43,337"
2013,55079,"Milwaukee County","42,058","41,154 to 42,962"
2014,55079,"Milwaukee County","42,946","41,644 to 44,248"
2015,55079,"Milwaukee County","45,905","44,813 to 46,997"
2016,55079,"Milwaukee County","47,666","46,313 to 49,019"
2017,55079,"Milwaukee County","47,795","46,250 to 49,340"
2018,55079,"Milwaukee County","49,771","48,370 to 51,172"
2019,55079,"Milwaukee County","53,505","51,714 to 55,296"
2010,56000,"Wyoming","53,757","52,440 to 55,074"
2011,56000,"Wyoming","56,044","54,596 to 57,492"
2012,56000,"Wyoming","55,104","53,854 to 56,354"
2013,56000,"Wyoming","58,424","56,946 to 59,902"
2014,56000,"Wyoming","58,291","56,701 to 59,881"
2015,56000,"Wyoming","61,213","59,768 to 62,658"
2016,56000,"Wyoming","61,686","59,882 to 63,490"
2017,56000,"Wyoming","61,279","59,760 to 62,798"
2018,56000,"Wyoming","62,259","60,969 to 63,549"
2019,56000,"Wyoming","66,152","64,261 to 68,043"
2010,56009,"Converse County","58,599","53,258 to 63,940"
2011,56009,"Converse County","59,507","54,547 to 64,467"
2012,56009,"Converse County","63,808","59,181 to 68,435"
2013,56009,"Converse County","62,438","56,757 to 68,119"
2014,56009,"Converse County","63,166","56,894 to 69,438"
2015,56009,"Converse County","70,307","64,834 to 75,780"
2016,56009,"Converse County","71,517","67,792 to 75,242"
2017,56009,"Converse County","65,469","58,748 to 72,190"
2018,56009,"Converse County","68,162","60,839 to 75,485"
2019,56009,"Converse County","72,481","63,958 to 81,004"
2010,56021,"Laramie County","50,278","47,332 to 53,224"
2011,56021,"Laramie County","53,839","49,870 to 57,808"
2012,56021,"Laramie County","53,999","50,587 to 57,411"
2013,56021,"Laramie County","59,712","56,819 to 62,605"
2014,56021,"Laramie County","57,192","52,964 to 61,420"
2015,56021,"Laramie County","59,147","54,084 to 64,210"
2016,56021,"Laramie County","61,124","57,190 to 65,058"
2017,56021,"Laramie County","61,658","57,377 to 65,939"
2018,56021,"Laramie County","63,839","59,877 to 67,801"
2019,56021,"Laramie County","69,613","65,845 to 73,381"
2019,11000,"District of Columbia","90,395","88,226 to 92,564"
2019,24000,"Maryland","86,644","85,734 to 87,554"
2019,34000,"New Jersey","85,786","85,040 to 86,532"
2019,25000,"Massachusetts","85,700","84,739 to 86,661"
2019,37183,"Wake County","84,377","82,227 to 86,527"
2018,24000,"Maryland","83,076","82,103 to 84,049"
2019,15000,"Hawaii","83,734","81,783 to 85,685"
2018,34000,"New Jersey","81,777","81,105 to 82,449"
2018,11000,"District of Columbia","82,533","80,186 to 84,880"
2019,6000,"California","80,423","80,110 to 80,736"
2017,24000,"Maryland","80,711","80,023 to 81,399"
2017,34000,"New Jersey","80,106","79,451 to 80,761"
2019,48453,"Travis County","80,690","79,355 to 82,025"
2018,25000,"Massachusetts","79,817","78,891 to 80,743"
2018,15000,"Hawaii","80,527","78,756 to 82,298"
2017,11000,"District of Columbia","80,153","78,132 to 82,174"
2018,37183,"Wake County","80,169","78,072 to 82,266"
2016,24000,"Maryland","78,787","78,070 to 79,504"
2019,53000,"Washington","78,674","77,776 to 79,572"
2019,9000,"Connecticut","78,920","77,639 to 80,201"
2019,33000,"New Hampshire","78,571","76,786 to 80,356"
2017,25000,"Massachusetts","77,385","76,519 to 78,251"
2017,15000,"Hawaii","77,936","76,340 to 79,532"
2019,8000,"Colorado","77,104","76,329 to 77,879"
2019,51000,"Virginia","76,471","75,649 to 77,293"
2016,34000,"New Jersey","76,212","75,530 to 76,894"
2018,9000,"Connecticut","76,366","75,484 to 77,248"
2015,24000,"Maryland","75,784","75,203 to 76,365"
